,Movie_name,Popularity,rating,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19
405,Thinner (1996),0.0823327615780446,2.44897959183673,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
406,Spy Hard (1996),0.072041166380789,2.51162790697674,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
407,"Close Shave, A (1995)",0.190394511149228,4.49107142857142,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
408,Jack (1996),0.118353344768439,3.14285714285714,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
409,Kingpin (1996),0.276157804459691,3.12962962962962,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
410,"Nutty Professor, The (1996)",0.2778730703259,2.91411042944785,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
411,"Very Brady Sequel, A (1996)",0.157804459691252,2.39784946236559,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
412,Tales from the Crypt Presents: Bordello of Blood (1996),0.0926243567753001,2.63636363636363,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
413,My Favorite Year (1982),0.104631217838765,3.53225806451612,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
414,"Apple Dumpling Gang, The (1975)",0.0411663807890223,2.84,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
415,Old Yeller (1957),0.108061749571183,3.484375,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
416,"Parent Trap, The (1961)",0.123499142367066,3.0958904109589,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
417,Cinderella (1950),0.219554030874785,3.5813953488372,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
418,Mary Poppins (1964),0.303602058319039,3.72471910112359,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
419,Alice in Wonderland (1951),0.137221269296741,3.66666666666666,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
420,William Shakespeare's Romeo and Juliet (1996),0.180102915951972,3.5943396226415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
421,Aladdin and the King of Thieves (1996),0.0428816466552315,2.84615384615384,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
422,E.T. the Extra-Terrestrial (1982),0.512864493996569,3.83333333333333,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
423,Children of the Corn: The Gathering (1996),0.0308747855917667,1.31578947368421,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
424,Bob Roberts (1992),0.144082332761578,3.74117647058823,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
425,"Transformers: The Movie, The (1986)",0.0531732418524871,2.84375,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
426,To Kill a Mockingbird (1962),0.373927958833619,4.29223744292237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
427,Harold and Maude (1971),0.205831903945111,3.81818181818181,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
428,"Day the Earth Stood Still, The (1951)",0.164665523156089,3.9381443298969,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
429,Duck Soup (1933),0.157804459691252,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
430,Highlander (1986),0.260720411663807,3.5359477124183,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,Fantasia (1940),0.296740994854202,3.77011494252873,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
432,Heathers (1989),0.291595197255574,3.69005847953216,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
433,Forbidden Planet (1956),0.113207547169811,3.83582089552238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
434,Butch Cassidy and the Sundance Kid (1969),0.368782161234991,3.94907407407407,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
435,"American Werewolf in London, An (1981)",0.168096054888507,3.53535353535353,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
436,Amityville 1992: It's About Time (1992),0.00686106346483705,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
437,Amityville 3-D (1983),0.00857632933104631,1.16666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
438,Amityville: A New Generation (1993),0.00686106346483705,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
439,Amityville II: The Possession (1982),0.0222984562607204,1.64285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
440,"Amityville Horror, The (1979)",0.0891938250428816,2.56603773584905,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
441,"Amityville Curse, The (1990)",0.00514579759862778,1.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
442,"Birds, The (1963)",0.276157804459691,3.80864197530864,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
443,"Blob, The (1958)",0.0771869639794168,2.71739130434782,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
444,"Body Snatcher, The (1945)",0.0360205831903945,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
445,Burnt Offerings (1976),0.0137221269296741,2.44444444444444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
446,Carrie (1976),0.205831903945111,3.50413223140495,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
447,"Omen, The (1976)",0.144082332761578,3.38823529411764,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
448,Star Trek: The Motion Picture (1979),0.198970840480274,3.03418803418803,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
449,Star Trek V: The Final Frontier (1989),0.106346483704974,2.39682539682539,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
450,Grease (1978),0.289879931389365,3.34705882352941,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
451,Jaws 2 (1978),0.111492281303602,2.66666666666666,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
452,Jaws 3-D (1983),0.0257289879931389,1.9375,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
453,Bastard Out of Carolina (1996),0.0257289879931389,2.875,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
454,Jackie Chan's First Strike (1996),0.246998284734133,3.2551724137931,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,Beverly Hills Ninja (1997),0.0806174957118353,2.3125,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
456,Free Willy 3: The Rescue (1997),0.0445969125214408,1.74074074074074,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
457,Nixon (1995),0.152658662092624,3.12222222222222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
458,"Cry, the Beloved Country (1995)",0.039451114922813,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
459,"Crossing Guard, The (1995)",0.04631217838765,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
460,Smoke (1995),0.125214408233276,3.62162162162162,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
461,Like Water For Chocolate (Como agua para chocolate) (1992),0.252144082332761,3.80405405405405,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
462,"Secret of Roan Inish, The (1994)",0.120068610634648,3.85915492957746,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,Vanya on 42nd Street (1994),0.0445969125214408,3.59259259259259,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
464,"Jungle Book, The (1994)",0.144082332761578,3.56470588235294,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
465,Red Rock West (1992),0.0874785591766723,3.59615384615384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
466,"Bronx Tale, A (1993)",0.0806174957118353,3.79166666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
467,Rudy (1993),0.108061749571183,3.3125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
468,Short Cuts (1993),0.113207547169811,3.77611940298507,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
469,Tombstone (1993),0.183533447684391,3.66666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
470,Courage Under Fire (1996),0.377358490566037,3.61085972850678,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
471,Dragonheart (1996),0.269296740994854,3.08227848101265,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
472,James and the Giant Peach (1996),0.214408233276157,3.12698412698412,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
473,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),0.331046312178387,4.25257731958762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
474,Trainspotting (1996),0.427101200686106,3.884,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
475,"First Wives Club, The (1996)",0.272727272727272,3.01875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
476,Matilda (1996),0.16123499142367,3.21052631578947,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
477,"Philadelphia Story, The (1940)",0.176672384219554,4.11538461538461,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
478,Vertigo (1958),0.305317324185248,4.25139664804469,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
479,North by Northwest (1959),0.305317324185248,4.28491620111731,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
480,"Apartment, The (1960)",0.106346483704974,3.93650793650793,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
481,Some Like It Hot (1959),0.217838765008576,3.984375,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
482,Casablanca (1942),0.415094339622641,4.45679012345679,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
483,"Maltese Falcon, The (1941)",0.234991423670668,4.21014492753623,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
484,My Fair Lady (1964),0.212692967409948,3.816,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
485,Sabrina (1954),0.108061749571183,3.796875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
486,Roman Holiday (1953),0.11492281303602,4.10294117647058,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
487,Sunset Blvd. (1950),0.109777015437392,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
488,Notorious (1946),0.0874785591766723,4.11538461538461,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
489,To Catch a Thief (1955),0.0840480274442538,4.02,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
490,"Adventures of Robin Hood, The (1938)",0.113207547169811,3.7910447761194,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,East of Eden (1955),0.0994854202401372,3.86440677966101,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
492,"Thin Man, The (1934)",0.101200686106346,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
493,His Girl Friday (1940),0.0943396226415094,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
494,Around the World in 80 Days (1956),0.0994854202401372,3.66101694915254,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
495,It's a Wonderful Life (1946),0.39451114922813,4.12121212121212,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
496,Bringing Up Baby (1938),0.11492281303602,3.83823529411764,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
497,"African Queen, The (1951)",0.259005145797598,4.18421052631578,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
498,Cat on a Hot Tin Roof (1958),0.104631217838765,3.9516129032258,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
499,Fly Away Home (1996),0.0514579759862778,3.90322580645161,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,Dumbo (1941),0.20926243567753,3.49593495934959,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
501,Bananas (1971),0.0960548885077186,3.70175438596491,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
502,"Candidate, The (1972)",0.0651801029159519,3.64102564102564,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
503,Bonnie and Clyde (1967),0.20754716981132,3.81967213114754,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
504,Dial M for Murder (1954),0.11492281303602,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
505,Rebel Without a Cause (1955),0.152658662092624,3.85555555555555,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
506,"Streetcar Named Desire, A (1951)",0.166380789022298,3.81632653061224,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
507,"People vs. Larry Flynt, The (1996)",0.367066895368782,3.5953488372093,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
508,My Left Foot (1989),0.205831903945111,3.85123966942148,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
509,"Magnificent Seven, The (1954)",0.205831903945111,3.94214876033057,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
510,Lawrence of Arabia (1962),0.295025728987993,4.23121387283237,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
511,Wings of Desire (1987),0.0960548885077186,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
512,"Third Man, The (1949)",0.121783876500857,4.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
513,Annie Hall (1977),0.307032590051458,3.91111111111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
514,"Boot, Das (1981)",0.343053173241852,4.20398009950248,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
515,Local Hero (1983),0.106346483704974,3.96825396825396,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
516,Manhattan (1979),0.154373927958833,3.76923076923076,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
517,Miller's Crossing (1990),0.150943396226415,3.65168539325842,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
518,"Treasure of the Sierra Madre, The (1948)",0.135506003430531,4.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,"Great Escape, The (1963)",0.210977701543739,4.10483870967741,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
520,"Deer Hunter, The (1978)",0.204116638078902,3.83333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
521,Down by Law (1986),0.0583190394511149,3.77142857142857,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
522,Cool Hand Luke (1967),0.279588336192109,3.99390243902439,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
523,"Great Dictator, The (1940)",0.0771869639794168,4.02173913043478,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
524,"Big Sleep, The (1946)",0.123499142367066,4.02739726027397,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
525,Ben-Hur (1959),0.210977701543739,3.83064516129032,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
526,Gandhi (1982),0.332761578044596,4.02051282051282,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
527,"Killing Fields, The (1984)",0.205831903945111,4.13223140495867,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
528,My Life as a Dog (Mitt liv som hund) (1985),0.157804459691252,3.97849462365591,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
529,"Man Who Would Be King, The (1975)",0.135506003430531,4.025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,Shine (1996),0.219554030874785,3.92248062015503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
531,Kama Sutra: A Tale of Love (1996),0.0360205831903945,3.31818181818181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
532,"Daytrippers, The (1996)",0.0240137221269296,3.66666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
533,Traveller (1997),0.0205831903945111,3.3076923076923,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
534,Addicted to Love (1997),0.0909090909090909,3.16666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
535,Ponette (1996),0.0154373927958833,3.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
536,My Own Private Idaho (1991),0.0497427101200686,3.63333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
537,Anastasia (1997),0.111492281303602,3.42424242424242,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
538,Mouse Hunt (1997),0.0737564322469982,2.47727272727272,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
539,Money Train (1995),0.072041166380789,2.51162790697674,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,Mortal Kombat (1995),0.0823327615780446,2.87755102040816,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,Pocahontas (1995),0.0857632933104631,2.52941176470588,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
542,"Misérables, Les (1995)",0.0343053173241852,3.61904761904761,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
543,Things to Do in Denver when You're Dead (1995),0.120068610634648,3.15492957746478,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
544,Vampire in Brooklyn (1995),0.0188679245283018,1.83333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
545,Broken Arrow (1996),0.433962264150943,3.03149606299212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
546,"Young Poisoner's Handbook, The (1995)",0.0686106346483705,3.34146341463414,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
547,"NeverEnding Story III, The (1994)",0.0188679245283018,2.16666666666666,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
548,Rob Roy (1995),0.156089193825042,3.56521739130434,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
549,Die Hard: With a Vengeance (1995),0.257289879931389,3.28476821192052,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
550,Lord of Illusions (1995),0.039451114922813,2.41666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
551,Species (1995),0.0754716981132075,2.86666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
552,"Walk in the Clouds, A (1995)",0.106346483704974,3.28571428571428,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
553,Waterworld (1995),0.173241852487135,2.80392156862745,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,White Man's Burden (1995),0.0154373927958833,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
555,Wild Bill (1995),0.0188679245283018,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
556,Farinelli: il castrato (1994),0.0274442538593482,3.11764705882352,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
557,Heavenly Creatures (1994),0.118353344768439,3.67142857142857,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
558,Interview with the Vampire (1994),0.233276157804459,3.18248175182481,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
559,"Kid in King Arthur's Court, A (1995)",0.0360205831903945,2.72727272727272,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0
560,Mary Shelley's Frankenstein (1994),0.0994854202401372,3.06779661016949,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
561,"Quick and the Dead, The (1995)",0.0806174957118353,3.20833333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
562,Stephen King's The Langoliers (1995),0.0480274442538593,2.41379310344827,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
563,Tales from the Hood (1995),0.0445969125214408,2.03703703703703,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
564,Village of the Damned (1995),0.0360205831903945,2.68181818181818,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
565,Clear and Present Danger (1994),0.305317324185248,3.56983240223463,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
566,Wes Craven's New Nightmare (1994),0.0583190394511149,2.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
567,Speed (1994),0.392795883361921,3.64782608695652,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
568,Wolf (1994),0.113207547169811,2.70149253731343,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
569,Wyatt Earp (1994),0.0840480274442538,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
570,Another Stakeout (1993),0.04631217838765,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
571,Blown Away (1994),0.0480274442538593,2.75862068965517,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
572,Body Snatchers (1993),0.0548885077186964,2.93939393939393,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
573,Boxing Helena (1993),0.0240137221269296,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
574,City Slickers II: The Legend of Curly's Gold (1994),0.0737564322469982,2.54545454545454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
575,Cliffhanger (1993),0.157804459691252,3.02150537634408,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
576,Coneheads (1993),0.0686106346483705,2.21951219512195,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
577,Demolition Man (1993),0.156089193825042,3.15217391304347,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
578,Fatal Instinct (1993),0.0308747855917667,2.63157894736842,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
579,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",0.0531732418524871,3.375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
580,Kalifornia (1993),0.0994854202401372,3.22033898305084,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
581,"Piano, The (1993)",0.286449399656946,3.60119047619047,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
582,Romeo Is Bleeding (1993),0.0617495711835334,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
583,"Secret Garden, The (1993)",0.133790737564322,3.54430379746835,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
584,Son in Law (1993),0.0651801029159519,2.48717948717948,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
585,Terminal Velocity (1994),0.0566037735849056,2.67647058823529,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,"Hour of the Pig, The (1993)",0.0222984562607204,3.57142857142857,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
587,Beauty and the Beast (1991),0.344768439108061,3.79207920792079,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
588,"Wild Bunch, The (1969)",0.072041166380789,4.02325581395348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
589,Hellraiser: Bloodline (1996),0.0291595197255574,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
590,Primal Fear (1996),0.303602058319039,3.60112359550561,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
591,True Crime (1995),0.0137221269296741,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
592,Stalingrad (1993),0.0188679245283018,3.16666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
593,Heavy (1995),0.00686106346483705,2.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
594,"Fan, The (1996)",0.108061749571183,3.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
595,"Hunchback of Notre Dame, The (1996)",0.216123499142367,3.37795275590551,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
596,Eraser (1996),0.351629502572898,3.1504854368932,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
597,"Big Squeeze, The (1996)",0.00514579759862778,2.25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
598,Police Story 4: Project S (Chao ji ji hua) (1993),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,Daniel Defoe's Robinson Crusoe (1996),0.00171526586620926,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,For Whom the Bell Tolls (1943),0.0325900514579759,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
601,"American in Paris, An (1951)",0.0840480274442538,3.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
602,Rear Window (1954),0.356775300171526,4.38755980861244,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
603,It Happened One Night (1934),0.137221269296741,4.01234567901234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
604,Meet Me in St. Louis (1944),0.0514579759862778,3.35483870967741,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
605,All About Eve (1950),0.111492281303602,4.04545454545454,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
606,Rebecca (1940),0.111492281303602,3.96969696969696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
607,Spellbound (1945),0.0497427101200686,3.93333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
